accident_index,accident_date,day_of_week,junction_control,junction_detail,accident_severity,light_conditions,local_authority,carriageway_hazards,number_of_casualties,number_of_vehicles,police_force,road_surface_conditions,road_type,speed_limit,urban_or_rural_area,weather_conditions,vehicle_type
BS0000477,2021-10-06 17:36:00,Tuesday,Auto traffic signal,T or staggered junction,Slight,Daylight,Kensington and Chelsea,Other object on road,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000478,2021-10-06 16:45:00,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000479,2021-09-29 10:20:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000480,2021-10-12 00:16:00,Monday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000481,2021-10-09 12:23:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000482,2021-10-09 17:00:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000483,2021-10-01 12:00:00,Thursday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000484,2021-09-27 07:15:00,Sunday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000485,2021-10-10 14:20:00,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000486,2021-10-04 10:50:00,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000487,2021-10-01 15:50:00,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000488,2021-10-12 10:50:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000489,2021-10-09 09:35:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000490,2021-10-04 14:50:00,Sunday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,2,2,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000491,2021-10-12 19:00:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000492,2021-10-08 08:45:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000493,2021-10-12 16:40:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000494,2021-10-13 20:59:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000495,2021-10-09 14:50:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000496,2021-09-27 13:20:00,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000497,2021-10-13 14:30:00,Tuesday,Auto traffic signal,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000498,2021-10-13 13:45:00,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000499,2021-10-12 21:00:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000500,2021-10-15 12:09:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000501,2021-10-18 13:23:00,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000502,2021-10-17 22:10:00,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000503,2021-10-19 20:01:00,Monday,Give way or uncontrolled,Roundabout,Serious,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Roundabout,30,Urban,Fine no high winds,Car
BS0000504,2021-10-09 16:20:00,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,3,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000505,2021-10-19 18:40:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,3,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000506,2021-08-31 10:00:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000507,2021-10-20 00:04:00,Tuesday,Give way or uncontrolled,Roundabout,Slight,Darkness - lights lit,Kensington and Chelsea,,2,2,Metropolitan Police,Dry,Roundabout,30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000508,2021-10-20 19:27:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000509,2021-10-13 15:00:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Dual carriageway,40,Urban,Fine no high winds,Motorcycle over 500cc
BS0000510,2021-09-25 15:45:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000511,2021-10-22 21:05:00,Thursday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Dry,Dual carriageway,30,Urban,Other,Car
BS0000512,2021-10-23 21:00:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000513,2021-10-24 14:15:00,Saturday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,3,4,Metropolitan Police,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000514,2021-10-16 11:50:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000515,2021-10-23 09:10:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000516,2021-10-21 20:30:00,Wednesday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000517,2021-10-16 08:25:00,Friday,Give way or uncontrolled,Private drive or entrance,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
BS0000518,2021-10-04 16:30:00,Sunday,Auto traffic signal,T or staggered junction,Serious,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000519,2021-10-13 13:00:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000520,2021-10-13 08:45:00,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000521,2021-06-05 13:40:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,9,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000522,2021-10-21 08:55:00,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000523,2021-10-26 20:35:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000524,2021-10-28 15:43:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000525,2021-10-30 13:40:00,Friday,Give way or uncontrolled,More than 4 arms (not roundabout),Slight,Daylight,Kensington and Chelsea,,2,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000526,2021-10-30 08:00:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000527,2021-11-01 15:21:00,Sunday,Auto traffic signal,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,2,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine + high winds,Car
BS0000528,2021-10-28 20:00:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,3,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000529,2021-10-28 19:00:00,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000530,2021-10-21 08:20:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,2,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000531,2021-10-28 13:44:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000532,2021-10-20 17:15:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000533,2021-10-29 14:55:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000534,2021-11-01 18:55:00,Sunday,Give way or uncontrolled,Roundabout,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Roundabout,30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000535,2021-10-24 15:50:00,Saturday,Give way or uncontrolled,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,One way street,30,Urban,Raining no high winds,Motorcycle over 500cc
BS0000536,2021-11-01 08:30:00,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,One way street,30,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000537,2021-11-03 07:58:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000538,2021-10-23 11:20:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000539,2021-11-04 08:25:00,Wednesday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000540,2021-11-02 20:53:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000541,2021-11-07 11:34:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000542,2021-10-31 20:45:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000543,2021-10-28 17:25:00,Wednesday,Auto traffic signal,Roundabout,Slight,Darkness - lights lit,Hammersmith and Fulham,,1,3,Metropolitan Police,Dry,Dual carriageway,50,Urban,Fine no high winds,Car
BS0000544,2021-11-05 22:10:00,Thursday,Give way or uncontrolled,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000545,2021-10-31 04:50:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000546,2021-10-23 00:05:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000547,2021-10-31 19:40:00,Saturday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000548,2021-11-06 12:20:00,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000549,2021-11-06 06:33:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,One way street,30,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000550,2021-11-05 17:49:00,Thursday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000551,2021-10-28 07:10:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000552,2021-11-06 16:47:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000553,2021-10-31 15:20:00,Saturday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000554,2021-10-24 16:30:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000555,2021-11-06 18:24:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000556,2021-11-10 13:02:00,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000557,2021-11-05 23:49:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,4,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000558,2021-11-06 07:30:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000559,2021-11-03 08:30:00,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,3,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000560,2021-11-11 23:00:00,Wednesday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,Urban,Raining + high winds,Motorcycle over 500cc
BS0000561,2021-11-12 17:10:00,Thursday,Give way or uncontrolled,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000562,2021-11-11 09:54:00,Wednesday,Auto traffic signal,Crossroads,Serious,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000563,2021-10-31 03:00:00,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,40,Urban,Fine no high winds,Car
BS0000564,2021-11-13 09:10:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000565,2021-11-15 23:07:00,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000566,2021-11-15 18:50:00,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000567,2021-11-12 15:55:00,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000568,2021-11-12 09:30:00,Thursday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000569,2021-11-17 08:55:00,Tuesday,Give way or uncontrolled,Roundabout,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Roundabout,30,Urban,Fine no high winds,Car
BS0000570,2021-11-16 12:20:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000571,2021-11-11 10:00:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000572,2021-11-23 02:50:00,Monday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000573,2021-11-19 09:25:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000574,2021-11-19 18:10:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Agricultural vehicle
BS0000575,2021-11-07 23:35:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Motorcycle over 500cc
BS0000576,2021-11-17 05:40:00,Tuesday,Give way or uncontrolled,Roundabout,Slight,Daylight,Hammersmith and Fulham,,1,2,Metropolitan Police,Dry,Roundabout,50,Urban,Fine no high winds,Car
BS0000577,2021-11-05 19:20:00,Thursday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000578,2021-11-16 09:50:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000579,2021-11-25 15:10:00,Wednesday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000580,2021-11-12 17:35:00,Thursday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000581,2021-11-28 20:00:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000582,2021-11-28 20:40:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000583,2021-11-30 16:45:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000584,2021-12-01 08:11:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000585,2021-12-01 07:57:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000586,2021-12-01 13:31:00,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000587,2021-10-02 11:00:00,Friday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000588,2021-10-02 11:07:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000589,2021-12-01 07:33:00,Tuesday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,Urban,Fine no high winds,Car
BS0000590,2021-12-03 06:43:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000591,2021-11-26 08:50:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000592,2021-12-04 15:45:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000593,2021-12-02 13:11:00,Wednesday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000594,2021-12-03 12:18:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000595,2021-11-28 17:55:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000596,2021-12-07 08:40:00,Monday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000597,2021-11-29 02:50:00,Sunday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000598,2021-12-04 18:10:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000599,2021-12-07 18:52:00,Monday,Auto traffic signal,T or staggered junction,Serious,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000600,2021-12-07 12:46:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Motorcycle 50cc and under
BS0000601,2021-12-08 21:23:00,Tuesday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000602,2021-12-05 21:00:00,Saturday,Auto traffic signal,T or staggered junction,Fatal,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
